Order_ID,Order_Date,Ship_Date,Year,Month,Quarter,Customer_ID,Customer_Name,Segment,Country,State,City,Region,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Delivery_Days,Profit_Margin,Payment_Mode,Ship_Mode
ORD02054,2023-01-17,2023-01-19,2023,January,Q1,CUST7128,Riya,Home Office,India,Maharashtra,Nagpur,West,Technology,Laptop,Laptop,9659.97,9,10,-312.54,2,-3.24,Debit Card,Standard Class
ORD02055,2023-02-23,2023-02-27,2023,February,Q1,CUST4875,Amit,Corporate,India,Maharashtra,Pune,West,Office Supplies,Marker,Marker,8925.77,1,10,1355.9,4,15.19,Debit Card,Second Class
ORD02056,2024-10-18,2024-10-19,2024,October,Q4,CUST8028,Karan,Consumer,India,Bihar,Patna,East,Technology,Laptop,Laptop,5726.41,3,20,716.36,1,12.51,Net Banking,Standard Class
ORD02057,2023-06-18,2023-06-19,2023,June,Q2,CUST4888,Rahul,Consumer,India,Delhi,New Delhi,North,Office Supplies,Notebook,Notebook,880.06,10,0,-16.32,1,-1.85,Credit Card,Second Class
ORD02058,2024-01-15,2024-01-20,2024,January,Q1,CUST8660,Simran,Corporate,India,Delhi,New Delhi,North,Technology,Printer,Printer,6088.94,4,15,422.18,5,6.93,UPI,Standard Class
ORD02059,2024-06-30,2024-07-04,2024,June,Q2,CUST1705,Ankit,Corporate,India,Gujarat,Ahmedabad,West,Technology,Laptop,Laptop,9189.23,1,20,848.23,4,9.23,Credit Card,Same Day
ORD02060,2023-02-14,2023-02-17,2023,February,Q1,CUST5684,Shweta,Home Office,India,Karnataka,Mysuru,South,Technology,Keyboard,Keyboard,1604.16,10,5,321.08,3,20.02,Credit Card,First Class
ORD02061,2023-01-17,2023-01-23,2023,January,Q1,CUST2979,Shweta,Home Office,India,Karnataka,Bengaluru,South,Office Supplies,Notebook,Notebook,3074.86,2,20,411.77,6,13.39,Debit Card,First Class
ORD02062,2023-12-05,2023-12-09,2023,December,Q4,CUST7655,Rohan,Consumer,India,Madhya Pradesh,Bhopal,Central,Office Supplies,Pen,Pen,7038.76,5,10,1865.92,4,26.51,Net Banking,First Class
ORD02063,2024-12-17,2024-12-21,2024,December,Q4,CUST7225,Rahul,Consumer,India,Maharashtra,Mumbai,West,Technology,Mouse,Mouse,7963.47,1,10,1486.99,4,18.67,Debit Card,Standard Class
ORD02064,2023-01-11,2023-01-14,2023,January,Q1,CUST8355,Ankit,Corporate,India,Bihar,Patna,East,Technology,Mouse,Mouse,6860.41,1,15,1928.28,3,28.11,Debit Card,Standard Class
ORD02065,2024-01-09,2024-01-10,2024,January,Q1,CUST2164,Nisha,Consumer,India,Maharashtra,Mumbai,West,Technology,Laptop,Laptop,3099.08,6,20,-153.75,1,-4.96,Cash,Standard Class
ORD02066,2023-04-07,2023-04-10,2023,April,Q2,CUST7935,Amit,Corporate,India,Bihar,Patna,East,Office Supplies,Notebook,Notebook,2865.15,7,15,75.24,3,2.63,Net Banking,Same Day
ORD02067,2023-11-06,2023-11-07,2023,November,Q4,CUST4428,Pooja,Home Office,India,Gujarat,Ahmedabad,West,Technology,Printer,Printer,6685.98,3,10,1148.65,1,17.18,Credit Card,First Class
ORD02068,2023-08-07,2023-08-08,2023,August,Q3,CUST6241,Arjun,Home Office,India,Bihar,Darbhanga,East,Furniture,Bookcase,Bookcase,6015.92,5,10,-266.59,1,-4.43,Cash,First Class
ORD02069,2024-06-28,2024-07-02,2024,June,Q2,CUST8123,Anjali,Home Office,India,Madhya Pradesh,Bhopal,Central,Furniture,Chair,Chair,7342.02,9,20,464.28,4,6.32,Debit Card,Second Class
ORD02070,2023-07-19,2023-07-22,2023,July,Q3,CUST9109,Karan,Home Office,India,Bihar,Darbhanga,East,Technology,Laptop,Laptop,6717.55,9,5,972.72,3,14.48,Net Banking,Same Day
ORD02071,2023-09-06,2023-09-12,2023,September,Q3,CUST8836,Riya,Home Office,India,Bihar,Patna,East,Technology,Mouse,Mouse,3558.76,1,5,-10.31,6,-0.29,Cash,First Class
ORD02072,2023-06-17,2023-06-18,2023,June,Q2,CUST6897,Ritika,Corporate,India,Maharashtra,Mumbai,West,Office Supplies,Notebook,Notebook,1125.31,10,5,271.24,1,24.1,UPI,Second Class
ORD02073,2023-08-04,2023-08-09,2023,August,Q3,CUST7634,Anjali,Corporate,India,Maharashtra,Mumbai,West,Office Supplies,Marker,Marker,9200.3,4,5,1632.37,5,17.74,Cash,Second Class
ORD02074,2024-04-16,2024-04-20,2024,April,Q2,CUST4062,Karan,Consumer,India,Gujarat,Ahmedabad,West,Technology,Printer,Printer,1213.65,3,15,110.09,4,9.07,Debit Card,Same Day
ORD02075,2023-12-13,2023-12-19,2023,December,Q4,CUST3306,Amit,Consumer,India,Maharashtra,Nagpur,West,Office Supplies,Pen,Pen,7343.6,4,20,1637.16,6,22.29,UPI,Second Class
ORD02076,2024-09-23,2024-09-25,2024,September,Q3,CUST4735,Rohan,Home Office,India,Delhi,New Delhi,North,Technology,Laptop,Laptop,1358.54,2,15,-67.91,2,-5.0,Credit Card,First Class
ORD02077,2024-08-28,2024-09-02,2024,August,Q3,CUST3447,Simran,Consumer,India,Maharashtra,Mumbai,West,Technology,Mouse,Mouse,7178.94,2,20,537.05,5,7.48,Debit Card,First Class
ORD02078,2024-02-03,2024-02-04,2024,February,Q1,CUST8251,Vikas,Corporate,India,Karnataka,Bengaluru,South,Technology,Keyboard,Keyboard,2693.92,6,5,-122.54,1,-4.55,Net Banking,Standard Class
ORD02079,2024-02-07,2024-02-14,2024,February,Q1,CUST5659,Pooja,Consumer,India,Maharashtra,Nagpur,West,Furniture,Chair,Chair,5494.93,1,0,1362.21,7,24.79,UPI,Second Class
ORD02080,2024-04-23,2024-04-25,2024,April,Q2,CUST4339,Neha,Corporate,India,Bihar,Patna,East,Furniture,Bookcase,Bookcase,9584.79,8,15,1418.65,2,14.8,Net Banking,Standard Class
ORD02081,2023-01-04,2023-01-06,2023,January,Q1,CUST6923,Amit,Consumer,India,Bihar,Darbhanga,East,Technology,Mouse,Mouse,5241.72,1,15,-106.04,2,-2.02,Debit Card,Standard Class
ORD02082,2023-03-28,2023-04-03,2023,March,Q1,CUST1616,Riya,Home Office,India,Karnataka,Mysuru,South,Furniture,Sofa,Sofa,5578.95,3,10,463.01,6,8.3,Credit Card,Standard Class
ORD02083,2024-01-11,2024-01-16,2024,January,Q1,CUST3737,Ritika,Corporate,India,Maharashtra,Pune,West,Technology,Laptop,Laptop,6149.93,7,15,529.23,5,8.61,Debit Card,Second Class
ORD02084,2023-09-08,2023-09-14,2023,September,Q3,CUST7633,Sneha,Home Office,India,Karnataka,Bengaluru,South,Technology,Printer,Printer,2554.93,1,0,-42.83,6,-1.68,Credit Card,Same Day
ORD02085,2024-04-03,2024-04-06,2024,April,Q2,CUST6162,Simran,Corporate,India,Karnataka,Mysuru,South,Office Supplies,Notebook,Notebook,3286.2,5,20,-53.15,3,-1.62,Net Banking,Second Class
ORD02086,2024-12-26,2024-12-29,2024,December,Q4,CUST2268,Karan,Home Office,India,Delhi,New Delhi,North,Office Supplies,Marker,Marker,1933.59,10,20,571.51,3,29.56,Net Banking,Same Day
ORD02087,2024-12-20,2024-12-27,2024,December,Q4,CUST4401,Ankit,Corporate,India,Delhi,New Delhi,North,Technology,Laptop,Laptop,4552.21,5,20,619.81,7,13.62,Debit Card,First Class
ORD02088,2024-01-26,2024-01-27,2024,January,Q1,CUST3143,Priya,Consumer,India,Maharashtra,Mumbai,West,Furniture,Table,Table,8761.46,10,10,2614.85,1,29.84,Net Banking,Standard Class
ORD02089,2023-08-22,2023-08-25,2023,August,Q3,CUST1267,Rahul,Home Office,India,Madhya Pradesh,Indore,Central,Technology,Keyboard,Keyboard,5910.6,9,10,1385.24,3,23.44,Cash,Second Class
ORD02090,2024-08-28,2024-09-02,2024,August,Q3,CUST5984,Riya,Corporate,India,Madhya Pradesh,Bhopal,Central,Technology,Printer,Printer,3404.02,3,5,194.06,5,5.7,UPI,Second Class
ORD02091,2023-03-07,2023-03-14,2023,March,Q1,CUST9412,Deepak,Home Office,India,Karnataka,Mysuru,South,Office Supplies,Marker,Marker,4146.5,9,15,768.67,7,18.54,UPI,Second Class
ORD02092,2024-11-04,2024-11-09,2024,November,Q4,CUST5754,Neha,Corporate,India,Maharashtra,Pune,West,Office Supplies,Marker,Marker,6885.48,1,10,415.43,5,6.03,Net Banking,Standard Class
ORD02093,2024-10-19,2024-10-22,2024,October,Q4,CUST7567,Anjali,Corporate,India,Bihar,Patna,East,Office Supplies,Pen,Pen,1505.46,5,20,257.94,3,17.13,Net Banking,First Class
ORD02094,2024-12-04,2024-12-08,2024,December,Q4,CUST5413,Akash,Corporate,India,Bihar,Patna,East,Office Supplies,Paper,Paper,1457.59,9,15,222.24,4,15.25,UPI,Second Class
ORD02095,2023-02-21,2023-02-28,2023,February,Q1,CUST9897,Amit,Home Office,India,Delhi,New Delhi,North,Furniture,Table,Table,6995.54,7,0,1365.63,7,19.52,UPI,Same Day
ORD02096,2024-03-04,2024-03-07,2024,March,Q1,CUST6839,Vikas,Home Office,India,Delhi,New Delhi,North,Technology,Printer,Printer,7584.03,1,0,1937.73,3,25.55,Debit Card,Same Day
ORD02097,2024-01-03,2024-01-07,2024,January,Q1,CUST6769,Priya,Consumer,India,Karnataka,Mysuru,South,Technology,Mouse,Mouse,5099.6,6,10,1048.41,4,20.56,Credit Card,Same Day
ORD02098,2024-06-20,2024-06-24,2024,June,Q2,CUST6531,Deepak,Corporate,India,Bihar,Darbhanga,East,Furniture,Chair,Chair,6267.89,1,15,96.05,4,1.53,Net Banking,Second Class
ORD02099,2023-12-28,2023-12-31,2023,December,Q4,CUST6327,Priya,Consumer,India,Karnataka,Bengaluru,South,Technology,Laptop,Laptop,451.76,7,15,22.4,3,4.96,UPI,First Class
ORD02100,2023-05-28,2023-06-04,2023,May,Q2,CUST4305,Sneha,Home Office,India,Karnataka,Mysuru,South,Furniture,Bookcase,Bookcase,4541.73,5,0,753.87,7,16.6,Debit Card,Same Day
ORD02101,2024-04-08,2024-04-09,2024,April,Q2,CUST5017,Ritika,Consumer,India,Delhi,New Delhi,North,Technology,Mouse,Mouse,8529.6,1,0,159.38,1,1.87,Cash,First Class
ORD02102,2023-02-16,2023-02-23,2023,February,Q1,CUST6453,Amit,Home Office,India,Karnataka,Bengaluru,South,Furniture,Bookcase,Bookcase,1430.39,1,5,410.83,7,28.72,Net Banking,Second Class
ORD02103,2024-11-15,2024-11-20,2024,November,Q4,CUST1199,Akash,Corporate,India,Delhi,New Delhi,North,Office Supplies,Notebook,Notebook,1258.84,4,10,147.88,5,11.75,Cash,Same Day
ORD02104,2023-12-11,2023-12-13,2023,December,Q4,CUST5403,Priya,Consumer,India,Gujarat,Surat,West,Office Supplies,Marker,Marker,5938.52,3,10,828.31,2,13.95,Credit Card,Same Day
ORD02105,2023-02-13,2023-02-17,2023,February,Q1,CUST4353,Nisha,Corporate,India,Gujarat,Surat,West,Office Supplies,Notebook,Notebook,1043.12,5,10,-31.34,4,-3.0,Debit Card,First Class
ORD02106,2024-08-09,2024-08-12,2024,August,Q3,CUST1309,Vikas,Home Office,India,Gujarat,Ahmedabad,West,Office Supplies,Paper,Paper,1233.74,8,5,191.18,3,15.5,Net Banking,Standard Class
ORD02107,2023-09-14,2023-09-17,2023,September,Q3,CUST3411,Amit,Consumer,India,Maharashtra,Nagpur,West,Technology,Laptop,Laptop,5534.58,3,20,176.05,3,3.18,Cash,First Class
ORD02108,2024-04-24,2024-04-26,2024,April,Q2,CUST6115,Ankit,Consumer,India,Gujarat,Ahmedabad,West,Technology,Keyboard,Keyboard,6450.19,10,0,1528.85,2,23.7,UPI,Standard Class
ORD02109,2024-06-29,2024-07-03,2024,June,Q2,CUST8542,Nisha,Home Office,India,Gujarat,Surat,West,Office Supplies,Marker,Marker,607.47,8,10,75.54,4,12.44,Credit Card,Standard Class
ORD02110,2023-06-12,2023-06-14,2023,June,Q2,CUST1061,Deepak,Home Office,India,Madhya Pradesh,Bhopal,Central,Furniture,Bookcase,Bookcase,6955.24,5,20,266.45,2,3.83,UPI,First Class
ORD02111,2024-03-06,2024-03-08,2024,March,Q1,CUST5010,Pooja,Consumer,India,Madhya Pradesh,Bhopal,Central,Office Supplies,Paper,Paper,3216.15,2,20,529.94,2,16.48,Debit Card,Standard Class
ORD02112,2023-06-19,2023-06-23,2023,June,Q2,CUST7882,Riya,Corporate,India,Madhya Pradesh,Bhopal,Central,Office Supplies,Marker,Marker,8999.77,10,10,2101.21,4,23.35,Net Banking,Second Class
ORD02113,2023-07-06,2023-07-13,2023,July,Q3,CUST4501,Neha,Corporate,India,Delhi,New Delhi,North,Furniture,Chair,Chair,5914.68,7,15,1215.93,7,20.56,Cash,Standard Class
ORD02114,2023-12-15,2023-12-20,2023,December,Q4,CUST6119,Ritika,Home Office,India,Bihar,Patna,East,Technology,Printer,Printer,3775.26,7,10,658.17,5,17.43,Net Banking,Standard Class
ORD02115,2023-08-14,2023-08-20,2023,August,Q3,CUST8763,Priya,Corporate,India,Bihar,Patna,East,Furniture,Table,Table,4768.58,8,5,78.57,6,1.65,Net Banking,Standard Class
ORD02116,2023-02-06,2023-02-12,2023,February,Q1,CUST8020,Vikas,Corporate,India,Maharashtra,Mumbai,West,Furniture,Bookcase,Bookcase,7077.04,10,0,1024.49,6,14.48,Net Banking,Same Day
ORD02117,2024-12-21,2024-12-24,2024,December,Q4,CUST2157,Arjun,Corporate,India,Delhi,New Delhi,North,Technology,Mouse,Mouse,3714.49,10,10,999.08,3,26.9,Debit Card,First Class
ORD02118,2024-10-01,2024-10-07,2024,October,Q4,CUST1652,Arjun,Home Office,India,Karnataka,Bengaluru,South,Office Supplies,Notebook,Notebook,405.15,9,20,24.52,6,6.05,UPI,Same Day
ORD02119,2024-09-08,2024-09-09,2024,September,Q3,CUST5957,Nisha,Home Office,India,Gujarat,Ahmedabad,West,Technology,Laptop,Laptop,757.44,6,15,165.34,1,21.83,Net Banking,Same Day
ORD02120,2024-07-17,2024-07-22,2024,July,Q3,CUST8263,Ritika,Consumer,India,Maharashtra,Pune,West,Office Supplies,Pen,Pen,7080.65,9,10,467.13,5,6.6,Net Banking,Standard Class
ORD02121,2023-06-04,2023-06-06,2023,June,Q2,CUST7540,Priya,Consumer,India,Maharashtra,Mumbai,West,Office Supplies,Marker,Marker,6821.5,7,0,604.24,2,8.86,Cash,Standard Class
ORD02122,2023-04-13,2023-04-15,2023,April,Q2,CUST9848,Deepak,Home Office,India,Madhya Pradesh,Bhopal,Central,Office Supplies,Notebook,Notebook,7611.29,9,20,829.36,2,10.9,Debit Card,Standard Class
ORD02123,2024-02-02,2024-02-08,2024,February,Q1,CUST1601,Priya,Consumer,India,Gujarat,Ahmedabad,West,Furniture,Bookcase,Bookcase,4240.34,1,15,1175.23,6,27.72,Debit Card,Second Class
ORD02124,2024-09-13,2024-09-15,2024,September,Q3,CUST4669,Karan,Home Office,India,Maharashtra,Pune,West,Furniture,Table,Table,2658.62,7,20,-20.85,2,-0.78,Net Banking,Same Day
ORD02125,2024-12-31,2025-01-03,2024,December,Q4,CUST1725,Ritika,Corporate,India,Madhya Pradesh,Bhopal,Central,Office Supplies,Marker,Marker,5928.52,1,5,1714.9,3,28.93,Credit Card,Same Day
ORD02126,2023-12-29,2024-01-04,2023,December,Q4,CUST8309,Rahul,Corporate,India,Gujarat,Surat,West,Office Supplies,Pen,Pen,3902.82,4,10,-110.4,6,-2.83,Debit Card,Second Class
ORD02127,2023-12-04,2023-12-07,2023,December,Q4,CUST1700,Vikas,Corporate,India,Madhya Pradesh,Indore,Central,Furniture,Table,Table,3525.19,2,10,447.97,3,12.71,Cash,First Class
ORD02128,2024-11-22,2024-11-28,2024,November,Q4,CUST4648,Deepak,Corporate,India,Maharashtra,Nagpur,West,Furniture,Bookcase,Bookcase,1786.85,10,20,322.23,6,18.03,Credit Card,First Class
ORD02129,2023-11-15,2023-11-16,2023,November,Q4,CUST6056,Riya,Consumer,India,Delhi,New Delhi,North,Technology,Printer,Printer,9977.94,2,0,1078.7,1,10.81,Cash,Second Class
ORD02130,2024-07-02,2024-07-06,2024,July,Q3,CUST2866,Vikas,Home Office,India,Maharashtra,Nagpur,West,Technology,Laptop,Laptop,3676.34,4,15,331.78,4,9.02,Debit Card,Standard Class
ORD02131,2024-04-02,2024-04-07,2024,April,Q2,CUST1876,Ankit,Consumer,India,Madhya Pradesh,Indore,Central,Office Supplies,Marker,Marker,1328.43,8,20,344.26,5,25.91,Credit Card,First Class
ORD02132,2024-04-29,2024-05-04,2024,April,Q2,CUST5808,Rahul,Consumer,India,Karnataka,Mysuru,South,Office Supplies,Paper,Paper,4265.29,5,15,364.88,5,8.55,Debit Card,Same Day
ORD02133,2024-09-19,2024-09-22,2024,September,Q3,CUST8861,Sneha,Corporate,India,Karnataka,Bengaluru,South,Furniture,Bookcase,Bookcase,6664.96,4,5,697.9,3,10.47,Net Banking,Second Class
ORD02134,2024-12-24,2024-12-26,2024,December,Q4,CUST3414,Arjun,Consumer,India,Delhi,New Delhi,North,Office Supplies,Marker,Marker,6552.69,6,15,-186.71,2,-2.85,Cash,Same Day
ORD02135,2023-04-01,2023-04-04,2023,April,Q2,CUST7035,Anjali,Home Office,India,Gujarat,Ahmedabad,West,Office Supplies,Notebook,Notebook,8174.49,3,20,2282.12,3,27.92,UPI,Second Class
ORD02136,2023-03-12,2023-03-17,2023,March,Q1,CUST6685,Karan,Home Office,India,Maharashtra,Mumbai,West,Technology,Laptop,Laptop,6557.9,7,10,1863.09,5,28.41,UPI,Same Day
ORD02137,2024-01-29,2024-02-05,2024,January,Q1,CUST8716,Karan,Corporate,India,Bihar,Patna,East,Technology,Printer,Printer,1684.04,5,10,197.19,7,11.71,UPI,Standard Class
ORD02138,2023-10-02,2023-10-08,2023,October,Q4,CUST2883,Ritika,Consumer,India,Karnataka,Mysuru,South,Office Supplies,Paper,Paper,6097.71,2,15,936.66,6,15.36,Debit Card,Standard Class
ORD02139,2024-11-11,2024-11-12,2024,November,Q4,CUST7628,Akash,Home Office,India,Karnataka,Bengaluru,South,Furniture,Table,Table,4134.33,2,20,282.5,1,6.83,Cash,First Class
ORD02140,2024-12-16,2024-12-17,2024,December,Q4,CUST5181,Shweta,Consumer,India,Delhi,New Delhi,North,Technology,Keyboard,Keyboard,1442.88,8,15,125.69,1,8.71,Debit Card,Same Day
ORD02141,2024-07-02,2024-07-06,2024,July,Q3,CUST5729,Pooja,Consumer,India,Karnataka,Bengaluru,South,Office Supplies,Pen,Pen,1794.08,10,5,371.42,4,20.7,Cash,Second Class
ORD02142,2024-01-29,2024-02-04,2024,January,Q1,CUST4067,Priya,Home Office,India,Bihar,Darbhanga,East,Office Supplies,Notebook,Notebook,2246.54,10,20,-66.28,6,-2.95,UPI,Same Day
ORD02143,2024-03-01,2024-03-05,2024,March,Q1,CUST8136,Neha,Consumer,India,Bihar,Darbhanga,East,Technology,Laptop,Laptop,5613.19,10,15,888.74,4,15.83,UPI,First Class
ORD02144,2023-05-18,2023-05-25,2023,May,Q2,CUST3098,Ankit,Home Office,India,Madhya Pradesh,Bhopal,Central,Furniture,Sofa,Sofa,8744.75,3,0,1328.71,7,15.19,UPI,First Class
ORD02145,2024-07-21,2024-07-23,2024,July,Q3,CUST7898,Riya,Corporate,India,Gujarat,Ahmedabad,West,Furniture,Table,Table,3585.71,8,15,828.49,2,23.11,Net Banking,Standard Class
ORD02146,2024-10-12,2024-10-15,2024,October,Q4,CUST5524,Saurabh,Consumer,India,Delhi,New Delhi,North,Technology,Laptop,Laptop,5494.73,6,5,-122.27,3,-2.23,Credit Card,First Class
ORD02147,2024-04-13,2024-04-16,2024,April,Q2,CUST7480,Nisha,Corporate,India,Delhi,New Delhi,North,Furniture,Table,Table,5745.34,6,0,1538.64,3,26.78,Credit Card,Second Class
ORD02148,2023-05-12,2023-05-16,2023,May,Q2,CUST4575,Neha,Home Office,India,Bihar,Patna,East,Furniture,Bookcase,Bookcase,4083.86,4,15,219.36,4,5.37,Net Banking,First Class
ORD02149,2023-06-11,2023-06-17,2023,June,Q2,CUST3994,Riya,Home Office,India,Madhya Pradesh,Bhopal,Central,Office Supplies,Paper,Paper,1606.0,6,20,4.83,6,0.3,Debit Card,Same Day
ORD02150,2024-07-14,2024-07-17,2024,July,Q3,CUST1041,Rohan,Home Office,India,Karnataka,Bengaluru,South,Technology,Laptop,Laptop,4441.16,1,5,703.87,3,15.85,Credit Card,First Class
ORD02151,2024-02-13,2024-02-17,2024,February,Q1,CUST3305,Rohan,Home Office,India,Delhi,New Delhi,North,Technology,Keyboard,Keyboard,990.03,5,20,276.07,4,27.89,Net Banking,Second Class
ORD02152,2023-03-09,2023-03-12,2023,March,Q1,CUST6918,Karan,Corporate,India,Gujarat,Ahmedabad,West,Technology,Mouse,Mouse,7600.31,4,5,1180.47,3,15.53,Cash,First Class
ORD02153,2023-04-06,2023-04-07,2023,April,Q2,CUST5272,Akash,Corporate,India,Madhya Pradesh,Bhopal,Central,Technology,Printer,Printer,8318.7,3,10,-182.47,1,-2.19,Net Banking,Same Day
ORD02154,2023-10-24,2023-10-25,2023,October,Q4,CUST6280,Anjali,Consumer,India,Gujarat,Surat,West,Furniture,Chair,Chair,4873.02,3,0,831.01,1,17.05,Debit Card,Same Day
ORD02155,2023-02-23,2023-03-01,2023,February,Q1,CUST9657,Nisha,Home Office,India,Madhya Pradesh,Bhopal,Central,Technology,Laptop,Laptop,8320.8,9,5,1865.64,6,22.42,Cash,Standard Class
ORD02156,2024-08-19,2024-08-20,2024,August,Q3,CUST6318,Neha,Consumer,India,Delhi,New Delhi,North,Furniture,Chair,Chair,2915.28,5,5,814.26,1,27.93,Credit Card,Second Class
ORD02157,2023-01-16,2023-01-20,2023,January,Q1,CUST9987,Neha,Home Office,India,Bihar,Darbhanga,East,Office Supplies,Marker,Marker,1418.59,3,0,363.58,4,25.63,Debit Card,Standard Class
ORD02158,2023-05-12,2023-05-15,2023,May,Q2,CUST8441,Amit,Corporate,India,Delhi,New Delhi,North,Office Supplies,Paper,Paper,9715.21,7,10,116.62,3,1.2,Net Banking,Standard Class
ORD02159,2024-01-17,2024-01-20,2024,January,Q1,CUST3937,Sneha,Consumer,India,Maharashtra,Pune,West,Office Supplies,Pen,Pen,7276.25,4,0,-261.22,3,-3.59,Debit Card,Standard Class
ORD02160,2024-03-18,2024-03-25,2024,March,Q1,CUST6493,Vikas,Home Office,India,Delhi,New Delhi,North,Furniture,Chair,Chair,4173.14,3,20,545.43,7,13.07,Cash,First Class
ORD02161,2023-06-07,2023-06-08,2023,June,Q2,CUST7615,Ritika,Corporate,India,Maharashtra,Mumbai,West,Technology,Laptop,Laptop,5890.32,2,10,1635.02,1,27.76,Cash,Standard Class
ORD02162,2023-05-26,2023-05-27,2023,May,Q2,CUST2564,Saurabh,Corporate,India,Karnataka,Bengaluru,South,Technology,Keyboard,Keyboard,6788.06,10,20,804.03,1,11.84,UPI,Second Class
ORD02163,2023-02-08,2023-02-09,2023,February,Q1,CUST6235,Pooja,Home Office,India,Madhya Pradesh,Indore,Central,Furniture,Table,Table,8134.82,3,10,2299.6,1,28.27,UPI,Second Class
ORD02164,2024-11-01,2024-11-02,2024,November,Q4,CUST2567,Simran,Consumer,India,Madhya Pradesh,Indore,Central,Furniture,Sofa,Sofa,416.25,7,5,122.33,1,29.39,Cash,Standard Class
ORD02165,2024-08-12,2024-08-13,2024,August,Q3,CUST4153,Pooja,Home Office,India,Maharashtra,Pune,West,Office Supplies,Paper,Paper,1044.09,4,5,245.4,1,23.5,UPI,First Class
ORD02166,2023-09-07,2023-09-13,2023,September,Q3,CUST5165,Vikas,Corporate,India,Maharashtra,Nagpur,West,Technology,Laptop,Laptop,2947.28,4,5,-11.01,6,-0.37,Credit Card,First Class
ORD02167,2023-11-02,2023-11-09,2023,November,Q4,CUST5882,Simran,Corporate,India,Maharashtra,Mumbai,West,Technology,Printer,Printer,4510.59,9,15,791.09,7,17.54,Debit Card,Standard Class
ORD02168,2023-10-02,2023-10-04,2023,October,Q4,CUST1894,Akash,Corporate,India,Maharashtra,Pune,West,Office Supplies,Marker,Marker,3933.33,7,5,-121.55,2,-3.09,UPI,Same Day
ORD02169,2024-07-17,2024-07-23,2024,July,Q3,CUST6907,Rohan,Home Office,India,Bihar,Darbhanga,East,Office Supplies,Pen,Pen,6074.72,5,20,1614.91,6,26.58,Debit Card,Second Class
ORD02170,2024-02-18,2024-02-21,2024,February,Q1,CUST6448,Akash,Consumer,India,Karnataka,Mysuru,South,Furniture,Sofa,Sofa,3955.51,3,15,101.72,3,2.57,Credit Card,Same Day
ORD02171,2024-09-26,2024-09-30,2024,September,Q3,CUST7824,Anjali,Consumer,India,Bihar,Patna,East,Technology,Printer,Printer,4537.26,9,0,-150.06,4,-3.31,Credit Card,Same Day
ORD02172,2023-06-13,2023-06-16,2023,June,Q2,CUST8235,Karan,Corporate,India,Karnataka,Bengaluru,South,Furniture,Bookcase,Bookcase,8240.78,10,10,1971.35,3,23.92,Debit Card,First Class
ORD02173,2024-12-16,2024-12-22,2024,December,Q4,CUST7681,Ankit,Home Office,India,Madhya Pradesh,Indore,Central,Technology,Printer,Printer,5962.4,9,20,438.75,6,7.36,Net Banking,First Class
ORD02174,2024-05-20,2024-05-25,2024,May,Q2,CUST3470,Anjali,Consumer,India,Madhya Pradesh,Indore,Central,Furniture,Sofa,Sofa,8037.88,4,15,1158.58,5,14.41,Credit Card,Same Day
ORD02175,2024-10-02,2024-10-07,2024,October,Q4,CUST4680,Vikas,Corporate,India,Delhi,New Delhi,North,Office Supplies,Marker,Marker,8294.14,7,5,1418.39,5,17.1,UPI,First Class
ORD02176,2023-01-27,2023-01-31,2023,January,Q1,CUST2660,Saurabh,Home Office,India,Bihar,Darbhanga,East,Office Supplies,Marker,Marker,7887.17,4,20,1257.98,4,15.95,Net Banking,Second Class
ORD02177,2024-07-13,2024-07-20,2024,July,Q3,CUST2265,Ritika,Consumer,India,Karnataka,Mysuru,South,Office Supplies,Pen,Pen,4258.58,10,20,1214.89,7,28.53,Credit Card,Second Class
ORD02178,2024-12-12,2024-12-16,2024,December,Q4,CUST2449,Rahul,Consumer,India,Madhya Pradesh,Indore,Central,Furniture,Bookcase,Bookcase,5502.92,9,5,890.27,4,16.18,Cash,Same Day
ORD02179,2024-12-08,2024-12-10,2024,December,Q4,CUST1067,Priya,Corporate,India,Maharashtra,Pune,West,Furniture,Bookcase,Bookcase,2360.78,1,15,398.92,2,16.9,Net Banking,Same Day
ORD02180,2024-08-10,2024-08-12,2024,August,Q3,CUST2931,Ankit,Consumer,India,Bihar,Patna,East,Office Supplies,Pen,Pen,5801.75,7,10,85.25,2,1.47,Credit Card,Same Day
ORD02181,2023-11-28,2023-12-04,2023,November,Q4,CUST5555,Ankit,Home Office,India,Maharashtra,Nagpur,West,Technology,Mouse,Mouse,783.95,7,5,126.63,6,16.15,Net Banking,Second Class
ORD02182,2024-09-04,2024-09-05,2024,September,Q3,CUST8537,Ankit,Home Office,India,Bihar,Darbhanga,East,Technology,Mouse,Mouse,7684.18,4,5,1023.46,1,13.32,Net Banking,First Class
ORD02183,2024-11-14,2024-11-15,2024,November,Q4,CUST3975,Ritika,Home Office,India,Delhi,New Delhi,North,Technology,Keyboard,Keyboard,2422.37,9,0,443.98,1,18.33,Debit Card,First Class
ORD02184,2024-02-26,2024-03-03,2024,February,Q1,CUST4674,Sneha,Corporate,India,Gujarat,Surat,West,Furniture,Bookcase,Bookcase,985.04,8,0,103.08,6,10.46,UPI,Standard Class
